,0,1,2,3,4,5,6,7,8,9,10,11,12
0,0.0,0.0,0.0,0.0,0.0,0.0,0.9,0.9,0.6,0.4,0.1,0.1,0.0
1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.7,0.2,0.0,0.0,0.0,0.0
5,0.0,0.0,0.0,0.0,0.0,0.3,3.9,10.9,7.4,0.4,0.1,0.0,0.0
6,0.0,0.0,0.0,0.0,0.2,2.2,9.4,39.7,33.4,10.3,2.4,0.2,0.2
7,0.1,0.0,0.0,0.3,0.2,1.8,11.1,54.9,71.8,31.1,7.4,2.1,1.2
8,0.0,0.0,0.0,0.0,0.0,0.6,3.8,30.3,48.2,26.1,5.2,1.3,0.5
9,0.3,0.0,0.1,0.0,0.0,0.1,2.7,11.0,30.5,33.6,10.8,4.6,1.3
10,0.1,0.0,0.0,0.0,0.1,0.0,0.0,4.3,14.1,22.0,10.4,2.4,0.6
11,0.0,0.0,0.0,0.0,0.0,0.0,0.1,2.7,5.2,11.5,9.6,5.9,1.0
12,0.2,0.0,0.0,0.0,0.0,0.0,0.1,0.0,2.7,9.3,5.6,0.4,2.7
