100,75.774
200,52.9545
300,30.644
400,26.6325
500,25.2454
600,24.6217
700,23.6858
800,22.187
900,23.801
1000,21.5374
1100,24.1844
1200,20.2787
1300,21.1625
1400,20.5684
1500,20.6636
1600,19.9856
1700,19.6807
1800,19.9665
1900,20.7654
2000,19.7661
2100,20.0668
2200,20.7346
2300,19.8931
2400,20.5901
2514,19.894
