,0,1,2,3,4,5,6,7,8,9,10,11,12
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4,0.0,0.0,0.0,0.0,0.0,3.0,4.0,2.0,1.0,0.0,0.0,0.0,0.0
5,0.0,0.0,0.0,0.0,2.0,12.5,32.0,17.5,6.0,1.0,0.0,0.0,0.0
6,0.0,0.0,0.0,0.0,1.0,10.0,54.5,44.5,14.0,3.0,0.5,0.0,0.5
7,0.0,0.0,0.0,0.0,0.0,4.0,39.0,83.0,40.5,13.0,3.0,0.5,1.0
8,0.0,0.0,0.0,0.0,0.0,2.0,7.0,38.5,34.5,12.5,3.0,1.0,0.0
9,0.0,0.0,0.0,0.0,0.0,0.0,2.0,15.0,27.5,19.5,5.0,1.5,1.0
10,0.0,0.0,0.0,0.0,0.0,0.0,1.5,6.0,13.5,10.0,6.0,2.0,1.0
11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,5.0,3.0,0.0,0.0
12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,1.0,0.0,2.0
