100,6.4938
200,6.1538
300,5.5426
400,5.6185
500,5.6403
600,5.4584
700,5.5254
800,5.4699
900,5.2536
1000,5.3867
1100,5.3118
1200,5.2698
1300,5.2344
1400,5.2314
1500,5.1904
1600,5.1604
1700,5.2629
1800,5.2763
1900,5.2116
2000,5.2203
2100,5.1706
2200,5.2322
2300,5.2219
2400,5.2339
2513,5.1725
