100,5.887
200,5.8436
300,5.8123
400,5.8323
500,5.8163
600,5.8134
700,5.8405
800,5.8148
900,5.8262
1000,5.812
1100,5.8209
1200,5.8307
1300,5.8043
1400,5.8726
1500,5.8206
1600,5.8147
1700,5.8057
1800,5.8342
1900,5.8427
2000,5.8099
2100,5.8147
2200,5.8276
2300,5.8363
2400,5.835
2514,5.8302
