,0,1,2,3,4,5,6,7,8,9,10,11,12
0,0.0,0.0,0.0,0.0,0.1,0.6,0.2,0.1,0.0,0.0,0.0,0.0,0.0
1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,0.0,0.0,0.0,0.0,0.1,0.8,0.1,0.0,0.0,0.0,0.0,0.0,0.0
3,0.0,0.0,0.1,0.4,2.1,2.2,0.8,0.3,0.1,0.0,0.0,0.0,0.0
4,0.2,0.2,0.9,2.9,9.5,23.7,11.3,3.8,0.6,0.2,0.3,0.2,0.2
5,0.2,0.0,0.7,6.7,25.1,53.9,54.0,22.7,2.9,0.4,0.1,0.0,0.3
6,0.2,0.0,0.0,2.0,11.2,38.8,64.8,36.6,13.0,1.9,0.4,0.1,0.0
7,0.0,0.0,0.0,0.6,2.5,13.4,35.3,41.3,15.8,2.7,0.4,0.0,0.0
8,0.1,0.1,0.1,0.5,1.6,2.2,9.8,18.4,16.5,5.7,0.9,0.1,0.0
9,0.0,0.0,0.0,0.0,0.0,0.8,4.2,9.1,15.5,6.0,2.2,0.2,0.0
10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6,8.3,5.1,1.3,0.7,0.0
11,0.0,0.0,0.0,0.0,0.0,0.0,0.3,1.3,2.1,1.2,0.1,0.0,0.0
12,0.0,0.0,0.0,0.1,0.1,0.8,0.0,0.0,0.0,0.3,0.6,0.1,0.0
