,0,1,2,3,4,5,6,7,8,9,10,11,12
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,0.0,0.0,0.0,0.0,2.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
4,0.0,0.0,1.0,3.0,10.5,20.5,13.0,3.0,1.0,0.0,0.0,0.0,0.5
5,0.0,0.0,0.0,5.5,23.0,54.5,56.5,21.5,1.0,0.0,0.0,0.0,0.0
6,0.0,0.0,0.0,1.0,11.0,37.5,62.5,39.5,14.0,2.0,0.0,0.0,0.0
7,0.0,0.0,0.0,0.5,2.0,12.0,37.5,36.5,20.0,3.0,0.0,0.0,0.0
8,0.0,0.0,0.0,1.0,1.0,2.5,8.5,20.5,16.0,5.5,2.0,0.0,0.0
9,0.0,0.0,0.0,0.0,0.0,0.0,4.0,7.0,15.0,7.5,2.5,0.0,0.0
10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,8.0,6.0,2.0,0.5,0.0
11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,1.0,0.0,0.0,0.0
12,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
