,0,1,2,3,4,5,6,7,8,9,10,11,12
0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,0.0,0.0,0.0,0.0,2.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
4,0.0,0.0,0.5,3.0,11.0,20.5,13.0,3.0,0.5,0.0,0.5,0.0,0.0
5,0.0,0.0,0.0,4.5,23.5,53.0,59.5,20.5,2.5,0.0,0.0,0.0,0.0
6,0.0,0.0,0.0,0.5,9.5,40.0,67.5,37.5,12.5,1.0,0.0,0.0,0.0
7,0.0,0.0,0.0,1.0,2.0,12.0,36.5,39.5,16.5,2.0,0.0,0.0,0.0
8,0.0,0.0,0.0,1.0,0.5,2.0,8.0,20.0,17.5,4.5,0.0,0.0,0.0
9,0.0,0.0,0.0,0.0,0.0,1.0,3.5,9.5,15.0,7.0,1.5,0.0,0.0
10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,8.0,6.0,1.5,0.0,0.0
11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5,2.5,1.0,0.0,0.0,0.0
12,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
