,0,1,2,3,4,5,6,7,8,9,10,11,12
0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
5,0.0,0.0,0.0,0.0,0.0,0.5,4.0,10.0,7.0,1.0,0.0,0.0,0.0
6,0.0,0.0,0.0,0.0,0.0,1.5,10.0,40.5,31.5,9.5,2.0,0.0,0.0
7,0.0,0.0,0.0,0.0,0.5,2.0,12.0,54.0,72.0,28.5,7.0,2.0,1.0
8,0.0,0.0,0.0,0.0,0.0,0.0,4.5,28.5,50.5,24.5,5.0,1.0,0.0
9,0.0,0.0,0.0,0.0,0.0,0.0,3.0,10.0,33.5,33.5,10.5,4.0,1.0
10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.5,13.5,24.0,10.0,2.0,0.0
11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.5,5.0,11.5,10.0,4.0,2.0
12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.5,9.0,6.0,1.0,2.5
