,0,1,2,3,4,5,6,7,8,9,10,11,12
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9,0.1,0.0,0.0,0.0,0.0
1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.9,0.0,0.0,0.0,0.0,0.0
4,0.0,0.0,0.0,0.0,0.0,0.0,0.5,9.0,0.5,0.0,0.0,0.0,0.0
5,0.0,0.0,0.0,0.0,0.0,0.0,3.3,65.0,4.7,0.0,0.0,0.0,0.0
6,0.0,0.2,0.0,0.0,0.0,0.6,4.2,115.3,8.7,0.0,0.0,0.0,0.0
7,0.0,0.0,0.0,0.0,0.2,0.5,5.4,167.2,13.7,0.0,0.0,0.0,0.0
8,0.0,0.0,0.0,0.0,0.0,0.3,2.2,88.7,7.8,0.0,0.0,0.0,0.0
9,0.0,0.0,0.0,0.0,0.0,0.0,1.1,64.9,6.0,0.0,0.0,0.0,0.0
10,0.0,0.0,0.0,0.0,0.0,0.0,0.2,36.0,3.8,0.0,0.0,0.0,0.0
11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,1.0,0.0,0.0,0.0,0.0
12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.3,0.7,0.0,0.0,0.0,0.0
