,0,1,2,3,4,5,6,7,8,9,10,11,12
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
4,0.0,0.0,0.0,0.0,0.0,3.0,3.0,2.0,1.5,0.0,0.0,0.0,0.0
5,0.0,0.0,0.0,0.0,1.0,12.0,29.5,20.0,8.0,1.0,0.0,0.0,0.0
6,0.0,0.0,0.0,0.0,1.0,10.5,46.0,44.5,18.5,4.0,0.0,0.0,1.0
7,0.0,0.0,0.0,0.0,1.5,6.0,42.5,77.0,41.5,10.5,3.0,1.0,1.0
8,0.0,0.0,0.0,0.0,0.0,1.5,10.5,34.0,32.0,12.5,3.5,1.0,0.0
9,0.0,0.0,0.0,0.0,0.0,0.0,2.0,16.5,27.5,17.0,4.5,1.0,0.0
10,0.0,0.0,0.0,0.0,0.0,0.0,1.5,8.5,12.5,9.0,4.0,2.0,1.0
11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,3.0,3.5,2.0,0.0,0.0
12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.5,0.0,0.5,2.0
