,0,1,2,3,4,5,6,7,8,9,10,11,12
0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
5,0.0,0.0,0.0,0.0,0.0,1.0,3.5,12.0,7.0,0.0,0.0,0.0,0.0
6,0.0,0.0,0.0,0.0,0.0,2.0,7.5,46.0,32.0,8.5,2.0,0.0,0.0
7,0.0,0.0,0.0,0.0,0.0,1.0,11.0,54.0,76.0,28.0,7.0,2.0,0.5
8,0.0,0.0,0.0,0.0,0.0,0.0,4.0,31.0,48.0,26.0,5.0,1.0,1.0
9,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11.5,28.5,35.5,10.0,4.0,1.0
10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,16.0,21.0,11.5,3.0,0.0
11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,5.0,10.0,10.0,6.0,2.0
12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,7.5,7.0,0.5,3.0
