,0,1,2,3,4,5,6,7,8,9,10,11,12
0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,0.0,0.0,0.0,0.0,2.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
4,0.0,0.0,0.0,2.5,11.5,24.0,11.5,2.5,0.5,0.0,0.0,0.5,0.0
5,0.0,0.0,0.0,6.0,24.0,57.5,56.5,20.5,0.5,0.0,0.0,0.0,0.0
6,0.0,0.0,0.0,1.0,7.5,39.0,65.5,37.5,12.5,0.0,0.0,0.0,0.0
7,0.0,0.0,0.0,0.0,2.0,13.0,39.5,39.5,16.0,2.0,0.0,0.0,0.0
8,0.0,0.0,0.0,1.0,1.0,2.5,9.0,22.5,15.0,5.0,0.0,0.0,0.0
9,0.0,0.0,0.0,0.0,0.0,0.0,4.0,9.0,15.5,6.5,1.0,0.0,0.0
10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,8.5,5.0,2.0,0.0,0.0
11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0
12,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
