,0,1,2,3,4,5,6,7,8,9,10,11,12
0,0.0,0.0,0.0,0.0,0.2,0.6,0.2,0.0,0.0,0.0,0.0,0.0,0.0
1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,0.0,0.0,0.0,0.0,0.1,0.8,0.1,0.0,0.0,0.0,0.0,0.0,0.0
3,0.0,0.0,0.2,0.6,2.0,2.3,0.8,0.1,0.0,0.0,0.0,0.0,0.0
4,0.5,0.2,0.9,3.8,10.3,20.9,12.4,3.6,0.4,0.3,0.1,0.5,0.1
5,0.5,0.4,2.2,7.7,25.0,53.9,54.4,18.5,3.7,0.5,0.0,0.1,0.1
6,0.8,0.0,0.6,2.0,12.6,42.7,61.0,37.0,11.3,1.0,0.0,0.0,0.0
7,0.0,0.0,0.2,1.1,3.6,13.8,37.6,38.0,14.9,2.1,0.5,0.1,0.1
8,0.1,0.0,0.2,0.7,1.6,2.6,9.5,21.1,14.1,5.0,0.8,0.2,0.1
9,0.0,0.0,0.0,0.0,0.3,1.3,4.5,10.0,14.6,5.6,1.6,0.1,0.0
10,0.0,0.0,0.0,0.0,0.0,0.0,0.1,2.1,8.2,4.6,1.6,0.4,0.0
11,0.0,0.0,0.0,0.0,0.0,0.0,0.2,1.2,2.7,0.8,0.1,0.0,0.0
12,0.0,0.0,0.0,0.2,0.2,0.6,0.0,0.0,0.0,0.2,0.8,0.0,0.0
